,DESCRICAO_UE,SIGLA_UE,SIGLA_UF,ano,mulher_ver,total_ver,mulher_ele,total_ele,prop_cm,prop_me,ln_prop_cm,ln_prop_me
207009,XEXÉU,23060,PE,2008,11,67,0,8,16.41791,0,2.79837281212277,0
207087,ÁGUA PRETA,23078,PE,2008,28,99,1,6,28.28283,16.66667,3.34225490674299,2.81341091676002
207198,ÁGUAS BELAS,23094,PE,2008,19,67,1,7,28.35821,14.28571,3.34491658260567,2.65925973693273
207282,ACAUÃ,12327,PI,2008,4,16,2,8,25,25,3.2188758248682,3.2188758248682
207302,AGRICOLÂNDIA,10014,PI,2008,8,26,2,8,30.76923,25,3.42651516464645,3.2188758248682
207332,ALAGOINHA DO PIAUÍ,12319,PI,2008,5,20,3,8,25,37.5,3.2188758248682,3.62434093297637
207357,ALEGRETE DO PIAUÍ,10022,PI,2008,5,22,1,8,22.72727,12.5,3.12356552506387,2.52572864430826
207384,ALTO LONGÁ,10057,PI,2008,9,32,0,8,28.125,0,3.33665886052458,0
207423,ALTOS,10073,PI,2008,14,65,0,6,21.53846,0,3.06984017427914,0
207494,ALVORADA DO GURGUÉIA,12084,PI,2008,8,42,2,8,19.04762,25,2.94694215938456,3.2188758248682
207540,AMARANTE,10090,PI,2008,7,50,0,8,14,0,2.63905732961526,0
207599,ANGICAL DO PIAUÍ,10111,PI,2008,11,36,3,7,30.55556,42.85714,3.41954666578489,3.75787225893422
207642,ANTÔNIO ALMEIDA,10154,PI,2008,8,28,0,8,28.57143,0,3.35240726749272,0
207674,ANÍSIO DE ABREU,10138,PI,2008,4,25,1,8,16,12.5,2.77258872223978,2.52572864430826
207704,AROAZES,10170,PI,2008,1,24,1,7,4.16667,14.28571,1.42711715563983,2.65925973693273
207733,AROEIRAS DO ITAIM,12734,PI,2008,11,34,2,8,32.35294,25,3.47670489780666,3.2188758248682
207775,ARRAIAL,10197,PI,2008,3,21,1,8,14.28571,12.5,2.65925973693273,2.52572864430826
207800,ASSUNÇÃO DO PIAUÍ,12106,PI,2008,6,26,2,8,23.07692,25,3.13883298386132,3.2188758248682
207831,AVELINO LOPES,10219,PI,2008,2,26,0,7,7.69231,0,2.04022112852651,0
207864,BAIXA GRANDE DO RIBEIRO,10049,PI,2008,4,30,2,7,13.33333,28.57143,2.5902669154458,3.35240726749272
207899,BARRA D'ALCÂNTARA,10600,PI,2008,3,22,1,8,13.63636,12.5,2.61273975463118,2.52572864430826
207927,BARRAS,10235,PI,2008,10,45,0,8,22.22222,0,3.10109268921181,0
207978,BARREIRAS DO PIAUÍ,10251,PI,2008,3,27,0,8,11.11111,0,2.40794550865187,0
208013,BARRO DURO,10278,PI,2008,5,28,1,8,17.85714,12.5,2.88240342824698,2.52572864430826
208053,BATALHA,10294,PI,2008,12,29,4,8,41.37931,50,3.72278099745628,3.91202300542815
208088,BELA VISTA DO PIAUÍ,10626,PI,2008,1,12,0,8,8.33333,0,2.12026313620001,0
208102,BELÉM DO PIAUÍ,12335,PI,2008,4,18,1,8,22.22222,12.5,3.10109268921181,2.52572864430826
208125,BENEDITINOS,10316,PI,2008,4,43,0,6,9.30233,0,2.23026490641431,0
208176,BERTOLÍNIA,10332,PI,2008,8,28,2,8,28.57143,25,3.35240726749272,3.2188758248682
208209,BETÂNIA DO PIAUÍ,12122,PI,2008,3,15,1,8,20,12.5,2.99573227355399,2.52572864430826
208228,BOA HORA,10669,PI,2008,9,33,3,8,27.27273,37.5,3.30588730185783,3.62434093297637
208266,BOCAINA,10359,PI,2008,5,21,2,8,23.80952,25,3.17008550069876,3.2188758248682
208292,BOM JESUS,10375,PI,2008,8,40,1,7,20,14.28571,2.99573227355399,2.65925973693273
208342,BOM PRINCÍPIO DO PIAUÍ,10065,PI,2008,11,50,1,7,22,14.28571,3.09104245335832,2.65925973693273
208400,BONFIM DO PIAUÍ,10081,PI,2008,2,23,0,8,8.69565,0,2.16282290061886,0
208428,BOQUEIRÃO DO PIAUÍ,12149,PI,2008,6,40,0,6,15,0,2.70805020110221,0
208483,BRASILEIRA,10006,PI,2008,5,30,1,8,16.66667,12.5,2.81341091676002,2.52572864430826
208521,BREJO DO PIAUÍ,10642,PI,2008,2,17,0,8,11.76471,0,2.46510437249176,0
208544,BURITI DOS LOPES,10391,PI,2008,12,38,2,7,31.57895,28.57143,3.45249075938304,3.35240726749272
208593,BURITI DOS MONTES,10103,PI,2008,4,22,1,8,18.18182,12.5,2.90042219374966,2.52572864430826
208619,CABECEIRAS DO PIAUÍ,10120,PI,2008,9,29,3,8,31.03448,37.5,3.43509884444894,3.62434093297637
208653,CAJAZEIRAS DO PIAUÍ,12343,PI,2008,4,19,1,8,21.05263,12.5,3.04702549294154,2.52572864430826
208676,CAJUEIRO DA PRAIA,12572,PI,2008,7,39,0,6,17.94872,0,2.88751880319947,0
208727,CALDEIRÃO GRANDE DO PIAUÍ,10146,PI,2008,3,20,0,8,15,0,2.70805020110221,0
208755,CAMPINAS DO PIAUÍ,10413,PI,2008,5,22,2,8,22.72727,25,3.12356552506387,3.2188758248682
208784,CAMPO ALEGRE DO FIDALGO,12351,PI,2008,4,20,2,8,20,25,2.99573227355399,3.2188758248682
208808,CAMPO GRANDE DO PIAUÍ,10723,PI,2008,4,23,2,8,17.3913,25,2.8559700811788,3.2188758248682
208837,CAMPO LARGO DO PIAUÍ,10740,PI,2008,6,34,1,8,17.64706,12.5,2.87056919726665,2.52572864430826
208876,CAMPO MAIOR,10430,PI,2008,15,74,1,7,20.27027,14.28571,3.0091552805528,2.65925973693273
208962,CANAVIEIRA,10162,PI,2008,11,39,3,7,28.20513,42.85714,3.33950387629318,3.75787225893422
209009,CANTO DO BURITI,10456,PI,2008,6,40,1,7,15,14.28571,2.70805020110221,2.65925973693273
209057,CAPITÃO DE CAMPOS,10472,PI,2008,5,36,0,7,13.88889,0,2.63108923996608,0
209100,CAPITÃO GERVÁSIO OLIVEIRA,10707,PI,2008,0,24,0,8,0,0,0,0
209128,CARACOL,10499,PI,2008,10,34,0,7,29.41176,0,3.38139459436596,0
209168,CARAÚBAS DO PIAUÍ,12670,PI,2008,4,28,0,8,14.28571,0,2.65925973693273,0
209202,CARIDADE DO PIAUÍ,12165,PI,2008,2,19,0,8,10.52632,0,2.35387878738152,0
209225,CASTELO DO PIAUÍ,10510,PI,2008,3,24,0,8,12.5,0,2.52572864430826,0
209253,CAXINGÓ,12688,PI,2008,4,26,0,8,15.38462,0,2.73336830908646,0
209283,COCAL,10537,PI,2008,16,74,0,4,21.62162,0,3.0736937400237,0
209375,COCAL DE TELHA,12360,PI,2008,4,26,1,8,15.38462,12.5,2.73336830908646,2.52572864430826
209405,COCAL DOS ALVES,12696,PI,2008,0,14,0,8,0,0,0,0
209429,COIVARAS,10189,PI,2008,7,30,2,7,23.33333,28.57143,3.1498828105241,3.35240726749272
209465,COLÔNIA DO GURGUÉIA,10200,PI,2008,12,33,2,8,36.36364,25,3.59356937430961,3.2188758248682
209503,COLÔNIA DO PIAUÍ,10227,PI,2008,3,27,1,8,11.11111,12.5,2.40794550865187,2.52572864430826
209534,CONCEIÇÃO DO CANINDÉ,10553,PI,2008,1,21,1,8,4.7619,12.5,1.56064674826417,2.52572864430826
209563,CORONEL JOSÉ DIAS,10243,PI,2008,5,28,1,8,17.85714,12.5,2.88240342824698,2.52572864430826
209599,CORRENTE,10570,PI,2008,11,50,1,7,22,14.28571,3.09104245335832,2.65925973693273
209662,CRISTALÂNDIA DO PIAUÍ,10596,PI,2008,7,26,0,8,26.92308,0,3.29298391130763,0
209693,CRISTINO CASTRO,10618,PI,2008,7,38,2,7,18.42105,28.57143,2.91349403245987,3.35240726749272
209737,CURIMATÁ,10634,PI,2008,5,26,3,8,19.23077,37.5,2.95651160040071,3.62434093297637
209774,CURRAIS,10766,PI,2008,9,43,2,7,20.93023,28.57143,3.04119452540852,3.35240726749272
209828,CURRAL NOVO DO PIAUÍ,12181,PI,2008,2,19,0,8,10.52632,0,2.35387878738152,0
209853,CURRALINHOS,12580,PI,2008,6,39,0,7,15.38462,0,2.73336830908646,0
209898,DEMERVAL LOBÃO,10650,PI,2008,11,54,0,7,20.37037,0,3.01408139404037,0
209962,DIRCEU ARCOVERDE,12297,PI,2008,4,25,2,8,16,25,2.77258872223978,3.2188758248682
209992,DOM EXPEDITO LOPES,10677,PI,2008,5,24,2,8,20.83333,25,3.03655410807423,3.2188758248682
210021,DOM INOCÊNCIO,10685,PI,2008,5,29,0,8,17.24138,0,2.84731230843572,0
210062,DOMINGOS MOURÃO,11410,PI,2008,3,20,0,8,15,0,2.70805020110221,0
210088,ELESBÃO VELOSO,10693,PI,2008,5,25,0,8,20,0,2.99573227355399,0
210117,ELISEU MARTINS,10715,PI,2008,2,24,0,8,8.33333,0,2.12026313620001,0
210145,ESPERANTINA,10731,PI,2008,17,82,1,7,20.73171,14.28571,3.03166441219181,2.65925973693273
210238,FARTURA DO PIAUÍ,10260,PI,2008,3,24,0,7,12.5,0,2.52572864430826,0
210268,FLORES DO PIAUÍ,10758,PI,2008,7,33,2,8,21.21212,25,3.05457271643407,3.2188758248682
210310,FLORESTA DO PIAUÍ,12637,PI,2008,5,20,2,8,25,25,3.2188758248682,3.2188758248682
210334,FLORIANO,10774,PI,2008,16,79,2,8,20.25316,25,3.00831083076083,3.2188758248682
210422,FRANCINÓPOLIS,10790,PI,2008,3,26,1,8,11.53846,12.5,2.44568580330138,2.52572864430826
210453,FRANCISCO AYRES,10812,PI,2008,3,21,1,8,14.28571,12.5,2.65925973693273,2.52572864430826
210478,FRANCISCO MACEDO,12378,PI,2008,2,10,1,8,20,12.5,2.99573227355399,2.52572864430826
210495,FRANCISCO SANTOS,10839,PI,2008,4,18,1,8,22.22222,12.5,3.10109268921181,2.52572864430826
210517,FRONTEIRAS,10855,PI,2008,7,31,0,7,22.58065,0,3.11709334484395,0
210560,GEMINIANO,10782,PI,2008,9,40,0,7,22.5,0,3.11351530921037,0
210606,GILBUÉS,10871,PI,2008,4,27,0,8,14.81481,0,2.6956273561036,0
210639,GUADALUPE,10898,PI,2008,6,37,1,7,16.21622,14.28571,2.78601197590523,2.65925973693273
210680,GUARIBAS,10804,PI,2008,1,16,0,8,6.25,0,1.83258146374831,0
210702,HUGO NAPOLEÃO,10910,PI,2008,5,25,0,8,20,0,2.99573227355399,0
210736,ILHA GRANDE,10820,PI,2008,26,99,1,6,26.26263,16.66667,3.26814701618267,2.81341091676002
210858,INHUMA,10936,PI,2008,9,33,3,7,27.27273,42.85714,3.30588730185783,3.75787225893422
210899,IPIRANGA DO PIAUÍ,10952,PI,2008,5,23,2,8,21.73913,25,3.07911386249304,3.2188758248682
210926,ISAÍAS COELHO,10979,PI,2008,2,22,1,8,9.09091,12.5,2.20727501318972,2.52572864430826
210952,ITAINÓPOLIS,10995,PI,2008,2,23,1,8,8.69565,12.5,2.16282290061886,2.52572864430826
210980,ITAUEIRA,11010,PI,2008,5,28,2,8,17.85714,25,2.88240342824698,3.2188758248682
211014,JACOBINA DO PIAUÍ,10286,PI,2008,3,18,0,7,16.66667,0,2.81341091676002,0
211038,JAICÓS,11037,PI,2008,2,25,0,8,8,0,2.07944154167984,0
211069,JARDIM DO MULATO,10308,PI,2008,4,28,3,8,14.28571,37.5,2.65925973693273,3.62434093297637
211101,JATOBÁ DO PIAUÍ,12394,PI,2008,7,36,0,8,19.44444,0,2.96756116801584,0
211141,JERUMENHA,11053,PI,2008,7,42,1,7,16.66667,14.28571,2.81341091676002,2.65925973693273
211189,JOAQUIM PIRES,11070,PI,2008,3,18,2,8,16.66667,25,2.81341091676002,3.2188758248682
211214,JOCA MARQUES,12408,PI,2008,3,19,0,8,15.78947,0,2.7593432621564,0
211237,JOSÉ DE FREITAS,11096,PI,2008,8,56,0,7,14.28571,0,2.65925973693273,0
211305,JOÃO COSTA,12386,PI,2008,6,28,1,8,21.42857,12.5,3.06472507837427,2.52572864430826
211339,JUAZEIRO DO PIAUÍ,12416,PI,2008,4,22,1,8,18.18182,12.5,2.90042219374966,2.52572864430826
211367,JUREMA,10847,PI,2008,3,19,2,8,15.78947,25,2.7593432621564,3.2188758248682
211392,JÚLIO BORGES,12203,PI,2008,8,28,0,8,28.57143,0,3.35240726749272,0
211424,LAGOA ALEGRE,10324,PI,2008,7,35,1,7,20,14.28571,2.99573227355399,2.65925973693273
211464,LAGOA DE SÃO FRANCISCO,10863,PI,2008,5,26,2,8,19.23077,25,2.95651160040071,3.2188758248682
211496,LAGOA DO BARRO DO PIAUÍ,10340,PI,2008,3,19,1,8,15.78947,12.5,2.7593432621564,2.52572864430826
211522,LAGOA DO PIAUÍ,12424,PI,2008,8,32,1,8,25,12.5,3.2188758248682,2.52572864430826
211559,LAGOA DO SÍTIO,12220,PI,2008,6,21,2,8,28.57143,25,3.35240726749272,3.2188758248682
211586,LAGOINHA DO PIAUÍ,12432,PI,2008,6,18,3,9,33.33333,33.33333,3.50655779731998,3.50655779731998
211606,LANDRI SALES,11118,PI,2008,6,30,2,8,20,25,2.99573227355399,3.2188758248682
211640,LUIS CORREIA,11134,PI,2008,17,70,1,7,24.28571,14.28571,3.18988811152434,2.65925973693273
211722,LUZILÂNDIA,11150,PI,2008,14,60,3,7,23.33333,42.85714,3.1498828105241,3.75787225893422
211789,MADEIRO,12440,PI,2008,9,42,1,7,21.42857,14.28571,3.06472507837427,2.65925973693273
211837,MANOEL EMÍDIO,11177,PI,2008,4,21,0,8,19.04762,0,2.94694215938456,0
211863,MARCOLÂNDIA,10367,PI,2008,3,20,0,8,15,0,2.70805020110221,0
211889,MARCOS PARENTE,11193,PI,2008,6,35,2,7,17.14286,28.57143,2.84158176039339,3.35240726749272
211930,MASSAPÊ DO PIAUÍ,12467,PI,2008,7,31,0,8,22.58065,0,3.11709334484395,0
211965,MATIAS OLÍMPIO,11215,PI,2008,6,28,1,8,21.42857,12.5,3.06472507837427,2.52572864430826
211998,MIGUEL ALVES,11231,PI,2008,14,67,1,8,20.89552,12.5,3.03953478192666,2.52572864430826
212075,MIGUEL LEÃO,11258,PI,2008,4,22,1,8,18.18182,12.5,2.90042219374966,2.52572864430826
212102,MILTON BRANDÃO,12246,PI,2008,2,14,1,8,14.28571,12.5,2.65925973693273,2.52572864430826
212123,MONSENHOR GIL,11274,PI,2008,5,39,1,8,12.82051,12.5,2.55104623229252,2.52572864430826
212166,MONSENHOR HIPÓLITO,11290,PI,2008,5,24,3,7,20.83333,42.85714,3.03655410807423,3.75787225893422
212196,MONTE ALEGRE DO PIAUÍ,11312,PI,2008,4,28,0,7,14.28571,0,2.65925973693273,0
212230,MORRO CABEÇA NO TEMPO,10880,PI,2008,2,22,0,7,9.09091,0,2.20727501318972,0
212261,MORRO DO CHAPÉU DO PIAUÍ,12459,PI,2008,3,25,0,8,12,0,2.484906649788,0
212291,MURICI DOS PORTELAS,12475,PI,2008,11,36,2,8,30.55556,25,3.41954666578489,3.2188758248682
212332,NAZARÉ DO PIAUÍ,11339,PI,2008,7,31,0,8,22.58065,0,3.11709334484395,0
212367,NAZÁRIA,12726,PI,2008,16,88,0,5,18.18182,0,2.90042219374966,0
212466,NOSSA SENHORA DE NAZARÉ,10928,PI,2008,6,26,1,8,23.07692,12.5,3.13883298386132,2.52572864430826
212498,NOSSA SENHORA DOS REMÉDIOS,11355,PI,2008,5,38,0,6,13.15789,0,2.57702157869574,0
212544,NOVA SANTA RITA,10960,PI,2008,7,28,2,8,25,25,3.2188758248682,3.2188758248682
212576,NOVO ORIENTE DO PIAUÍ,11371,PI,2008,4,24,3,7,16.66667,42.85714,2.81341091676002,3.75787225893422
212611,NOVO SANTO ANTÔNIO,10901,PI,2008,3,19,3,8,15.78947,37.5,2.7593432621564,3.62434093297637
212639,OEIRAS,11398,PI,2008,11,47,2,7,23.40426,28.57143,3.15291805707638,3.35240726749272
212690,OLHO D'ÁGUA DO PIAUÍ,12483,PI,2008,5,31,1,8,16.12903,12.5,2.78062075393704,2.52572864430826
212726,PADRE MARCOS,11436,PI,2008,12,27,2,7,44.44444,28.57143,3.79423986977176,3.35240726749272
212763,PAES LANDIM,11452,PI,2008,6,24,2,8,25,25,3.2188758248682,3.2188758248682
2127911,PAJEÚ DO PIAUÍ,12262,PI,2008,1,17,0,8,5.88235,0,1.77195634193175,0
212813,PALMEIRA DO PIAUÍ,11479,PI,2008,3,22,0,8,13.63636,0,2.61273975463118,0
212841,PALMEIRAIS,11495,PI,2008,8,32,1,8,25,12.5,3.2188758248682,2.52572864430826
212877,PAQUETÁ,10944,PI,2008,2,19,1,8,10.52632,12.5,2.35387878738152,2.52572864430826
212898,PARNAGUÁ,11517,PI,2008,6,27,4,8,22.22222,50,3.10109268921181,3.91202300542815
212930,PARNAÍBA,11533,PI,2008,31,124,1,7,25,14.28571,3.2188758248682,2.65925973693273
213073,PASSAGEM FRANCA DO PIAUÍ,10405,PI,2008,6,27,3,8,22.22222,37.5,3.10109268921181,3.62434093297637
213111,PATOS DO PIAUÍ,10383,PI,2008,1,22,0,8,4.54545,0,1.51412673262928,0
213138,PAU D'ARCO DO PIAUÍ,12718,PI,2008,13,56,0,8,23.21429,0,3.14476803732985,0
213201,PAULISTANA,11550,PI,2008,4,27,1,8,14.81481,12.5,2.6956273561036,2.52572864430826
213233,PAVUSSU,12289,PI,2008,5,20,1,8,25,12.5,3.2188758248682,2.52572864430826
213258,PEDRO II,11576,PI,2008,5,31,2,8,16.12903,25,2.78062075393704,3.2188758248682
213294,PEDRO LAURENTINO,12491,PI,2008,5,27,2,8,18.51852,25,2.91877131241786,3.2188758248682
213328,PICOS,11592,PI,2008,14,74,0,7,18.91892,0,2.94016247954204,0
213413,PIMENTEIRAS,11614,PI,2008,3,23,0,8,13.04348,0,2.56828839206038,0
213442,PIO IX,11630,PI,2008,2,23,0,8,8.69565,0,2.16282290061886,0
213469,PIRACURUCA,11657,PI,2008,11,43,0,7,25.5814,0,3.24186552491106,0
213521,PIRIPIRI,11673,PI,2008,16,70,1,7,22.85714,14.28571,3.12926354117851,2.65925973693273
213596,PORTO,11690,PI,2008,10,42,2,8,23.80952,25,3.17008550069876,3.2188758248682
213647,PORTO ALEGRE DO PIAUÍ,12599,PI,2008,3,22,1,8,13.63636,12.5,2.61273975463118,2.52572864430826
213673,PRATA DO PIAUÍ,11711,PI,2008,3,20,0,8,15,0,2.70805020110221,0
213698,QUEIMADA NOVA,10421,PI,2008,8,31,2,8,25.80645,25,3.25062446068278,3.2188758248682
213733,REDENÇÃO DO GURGUÉIA,11738,PI,2008,9,31,1,7,29.03226,14.28571,3.36840762550583,2.65925973693273
213771,REGENERAÇÃO,11754,PI,2008,6,39,1,7,15.38462,14.28571,2.73336830908646,2.65925973693273
213818,RIACHO FRIO,12300,PI,2008,4,24,2,8,16.66667,25,2.81341091676002,3.2188758248682
213850,RIBEIRA DO PIAUÍ,12602,PI,2008,7,26,3,8,26.92308,37.5,3.29298391130763,3.62434093297637
213884,RIBEIRO GONÇALVES,11770,PI,2008,1,25,0,8,4,0,1.38629436111989,0
213913,RIO GRANDE DO PIAUÍ,11797,PI,2008,7,31,1,8,22.58065,12.5,3.11709334484395,2.52572864430826
213948,SANTA CRUZ DO PIAUÍ,11819,PI,2008,8,24,0,6,33.33333,0,3.50655779731998,0
213981,SANTA CRUZ DOS MILAGRES,10448,PI,2008,2,22,2,8,9.09091,25,2.20727501318972,3.2188758248682
214011,SANTA FILOMENA,11835,PI,2008,4,26,0,8,15.38462,0,2.73336830908646,0
214041,SANTA LUZ,11851,PI,2008,3,22,1,8,13.63636,12.5,2.61273975463118,2.52572864430826
214067,SANTA ROSA DO PIAUÍ,10464,PI,2008,3,21,0,8,14.28571,0,2.65925973693273,0
214093,SANTANA DO PIAUÍ,10480,PI,2008,1,13,1,8,7.69231,12.5,2.04022112852651,2.52572864430826
214110,SANTO ANTÔNIO DE LISBOA,11878,PI,2008,3,18,1,8,16.66667,12.5,2.81341091676002,2.52572864430826
214132,SANTO ANTÔNIO DOS MILAGRES,12653,PI,2008,5,26,0,8,19.23077,0,2.95651160040071,0
214162,SANTO INÁCIO DO PIAUÍ,11894,PI,2008,2,23,0,8,8.69565,0,2.16282290061886,0
214189,SEBASTIÃO BARROS,12041,PI,2008,2,23,0,8,8.69565,0,2.16282290061886,0
214216,SEBASTIÃO LEAL,12068,PI,2008,5,15,3,8,33.33333,37.5,3.50655779731998,3.62434093297637
214237,SIGEFREDO PACHECO,10545,PI,2008,7,31,0,8,22.58065,0,3.11709334484395,0
214272,SIMPLÍCIO MENDES,12157,PI,2008,5,26,0,8,19.23077,0,2.95651160040071,0
214304,SIMÕES,12130,PI,2008,5,20,2,8,25,25,3.2188758248682,3.2188758248682
214330,SOCORRO DO PIAUÍ,12173,PI,2008,7,29,1,8,24.13793,12.5,3.18378446219979,2.52572864430826
214373,SUSSUAPARA,12513,PI,2008,6,29,3,8,20.68966,37.5,3.02963405856298,3.62434093297637
214406,SÃO BRAZ DO PIAUÍ,10502,PI,2008,7,23,3,8,30.43478,37.5,3.41558603339997,3.62434093297637
214435,SÃO FRANCISCO DE ASSIS DO PIAUÍ,12505,PI,2008,3,17,1,8,17.64706,12.5,2.87056919726665,2.52572864430826
214457,SÃO FRANCISCO DO PIAUÍ,11932,PI,2008,0,18,0,8,0,0,0,0
214481,SÃO FÉLIX DO PIAUÍ,11916,PI,2008,3,18,2,8,16.66667,25,2.81341091676002,3.2188758248682
214504,SÃO GONÇALO DO GURGUÉIA,12610,PI,2008,6,28,1,7,21.42857,14.28571,3.06472507837427,2.65925973693273
214538,SÃO GONÇALO DO PIAUÍ,11959,PI,2008,6,28,0,7,21.42857,0,3.06472507837427,0
214571,SÃO JOSÉ DO DIVINO,10529,PI,2008,7,25,2,7,28,28.57143,3.3322045101752,3.35240726749272
214602,SÃO JOSÉ DO PEIXE,12017,PI,2008,3,29,2,8,10.34483,25,2.33648687800303,3.2188758248682
214641,SÃO JOSÉ DO PIAUÍ,12033,PI,2008,4,22,1,8,18.18182,12.5,2.90042219374966,2.52572864430826
214668,SÃO JOÃO DA CANABRAVA,11088,PI,2008,3,20,0,8,15,0,2.70805020110221,0
214692,SÃO JOÃO DA FRONTEIRA,12009,PI,2008,6,28,1,8,21.42857,12.5,3.06472507837427,2.52572864430826
214725,SÃO JOÃO DA SERRA,11975,PI,2008,4,23,2,7,17.3913,28.57143,2.8559700811788,3.35240726749272
214755,SÃO JOÃO DA VARJOTA,12025,PI,2008,5,17,2,8,29.41176,25,3.38139459436596,3.2188758248682
214775,SÃO JOÃO DO ARRAIAL,10987,PI,2008,3,20,1,8,15,12.5,2.70805020110221,2.52572864430826
214804,SÃO JOÃO DO PIAUÍ,11991,PI,2008,10,32,1,8,31.25,12.5,3.44201937618241,2.52572864430826
214841,SÃO JULIÃO,12050,PI,2008,5,23,1,8,21.73913,12.5,3.07911386249304,2.52572864430826
214868,SÃO LOURENÇO DO PIAUÍ,10561,PI,2008,4,21,0,8,19.04762,0,2.94694215938456,0
214896,SÃO LUIS DO PIAUÍ,12629,PI,2008,3,21,0,8,14.28571,0,2.65925973693273,0
214921,SÃO MIGUEL DA BAIXA GRANDE,12661,PI,2008,4,20,1,8,20,12.5,2.99573227355399,2.52572864430826
214946,SÃO MIGUEL DO FIDALGO,12700,PI,2008,4,20,0,8,20,0,2.99573227355399,0
214973,SÃO MIGUEL DO TAPUIO,12076,PI,2008,3,32,1,8,9.375,12.5,2.23804657185647,2.52572864430826
215017,SÃO PEDRO DO PIAUÍ,12092,PI,2008,10,42,3,8,23.80952,37.5,3.17008550069876,3.62434093297637
215065,SÃO RAIMUNDO NONATO,12114,PI,2008,12,46,1,7,26.08696,14.28571,3.26143557262032,2.65925973693273
215119,TAMBORIL DO PIAUÍ,12530,PI,2008,2,20,1,8,10,12.5,2.30258509299405,2.52572864430826
215146,TANQUE DO PIAUÍ,12521,PI,2008,6,24,4,8,25,50,3.2188758248682,3.91202300542815
215174,TERESINA,12190,PI,2008,55,291,2,16,18.90034,12.5,2.93917991132178,2.52572864430826
215481,UNIÃO,12211,PI,2008,11,57,0,6,19.29825,0,2.96001441822461,0
215543,URUÇUÍ,12238,PI,2008,4,26,0,8,15.38462,0,2.73336830908646,0
215574,VALENÇA DO PIAUÍ,12254,PI,2008,6,26,2,8,23.07692,25,3.13883298386132,3.2188758248682
215605,VERA MENDES,12556,PI,2008,1,14,1,8,7.14286,12.5,1.96611325637275,2.52572864430826
215623,VILA NOVA DO PIAUÍ,12548,PI,2008,0,9,0,8,0,0,0,0
215650,VÁRZEA BRANCA,10588,PI,2008,4,31,0,7,12.90323,0,2.55747766762278,0
215687,VÁRZEA GRANDE,12270,PI,2008,5,25,1,8,20,12.5,2.99573227355399,2.52572864430826
215716,WALL FERRAZ,12564,PI,2008,4,22,1,8,18.18182,12.5,2.90042219374966,2.52572864430826
215744,ÁGUA BRANCA,10030,PI,2008,18,60,2,8,30,25,3.40119738166216,3.2188758248682
215951,ABATIÁ,74012,PR,2008,1,43,0,7,2.32558,0,0.843969470294349,0
216000,ADRIANÓPOLIS,74039,PR,2008,7,47,0,7,14.89362,0,2.70093293333333,0
216059,AGUDOS DO SUL,74055,PR,2008,24,84,1,6,28.57143,16.66667,3.35240726749272,2.81341091676002
216155,ALMIRANTE TAMANDARÉ,74071,PR,2008,37,136,0,8,27.20588,0,3.30343312640977,0
216299,ALTAMIRA DO PARANÁ,84557,PR,2008,6,29,1,8,20.68966,12.5,3.02963405856298,2.52572864430826
216335,ALTO PARANÁ,74098,PR,2008,7,38,2,8,18.42105,25,2.91349403245987,3.2188758248682
216381,ALTO PARAÍSO,74926,PR,2008,12,40,1,8,30,12.5,3.40119738166216,2.52572864430826
216429,ALTO PIQUIRI,74110,PR,2008,4,42,1,7,9.52381,14.28571,2.25379497882461,2.65925973693273
216477,ALTÔNIA,79510,PR,2008,5,27,2,8,18.51852,25,2.91877131241786,3.2188758248682
216508,ALVORADA DO SUL,74136,PR,2008,13,54,1,7,24.07407,14.28571,3.18113532765457,2.65925973693273
216569,AMAPORÃ,74152,PR,2008,9,41,1,7,21.95122,14.28571,3.08882271884222,2.65925973693273
216617,AMPÉRE,74179,PR,2008,9,38,0,8,23.68421,0,3.1648085813757,0
216666,ANAHY,74101,PR,2008,10,45,3,8,22.22222,37.5,3.10109268921181,3.62434093297637
216715,ANDIRÁ,74195,PR,2008,24,83,0,5,28.91566,0,3.36438331687277,0
216804,ANTONINA,74217,PR,2008,28,115,0,5,24.34783,0,3.19244272851432,0
216938,ANTONIO OLINTO,74233,PR,2008,7,41,1,7,17.07317,14.28571,2.83750822548195,2.65925973693273
2169911,APUCARANA,74250,PR,2008,23,112,2,8,20.53571,25,3.02216532192647,3.2188758248682
217125,ARAPONGAS,74276,PR,2008,23,100,2,7,23,28.57143,3.13549421592915,3.35240726749272
217239,ARAPOTI,74292,PR,2008,13,65,1,6,20,16.66667,2.99573227355399,2.81341091676002
217315,ARAPUÃ,75108,PR,2008,3,26,1,8,11.53846,12.5,2.44568580330138,2.52572864430826
217343,ARARUNA,74314,PR,2008,13,40,1,8,32.5,12.5,3.48124008933569,2.52572864430826
217391,ARAUCÁRIA,74357,PR,2008,37,136,1,7,27.20588,14.28571,3.30343312640977,2.65925973693273
217541,ARIRANHA DO IVAÍ,75086,PR,2008,3,27,0,8,11.11111,0,2.40794550865187,0
217575,ASSAÍ,74373,PR,2008,8,52,0,5,15.38462,0,2.73336830908646,0
217636,ASSIS CHATEAUBRIAND,79537,PR,2008,15,63,1,7,23.80952,14.28571,3.17008550069876,2.65925973693273
217703,ASTORGA,74390,PR,2008,18,81,2,6,22.22222,33.33333,3.10109268921181,3.50655779731998
217792,ATALAIA,74411,PR,2008,1,25,0,8,4,0,1.38629436111989,0
