,DESCRICAO_UE,SIGLA_UE,SIGLA_UF,ano,mulher_ver,total_ver,mulher_ele,total_ele,prop_cm,prop_me,ln_prop_cm,ln_prop_me
219565,COLARES,4510,PA,2016,34,108,1,9,31.48148,11.11111,3.44939943642121,2.40794550865187
219568,BOM JESUS DO TOCANTINS,4049,PA,2016,30,96,0,9,31.25,0,3.44201937618241,0
219569,CAPANEMA,4430,PA,2016,51,154,2,15,33.11688,13.33333,3.50004312218114,2.5902669154458
219570,BENEVIDES,4294,PA,2016,50,163,3,9,30.67485,33.33333,3.42344310060947,3.50655779731998
219571,MARACANÃ,4855,PA,2016,39,119,3,11,32.77311,27.27273,3.48960836208313,3.30588730185783
219574,SANTANA DO ARAGUAIA,5339,PA,2016,51,163,1,15,31.28834,6.66667,3.44324550418016,1.89712048488576
219575,ELDORADO DOS CARAJÁS,4120,PA,2016,26,79,0,8,32.91139,0,3.49381879846563,0
219588,MARAPANIM,4871,PA,2016,44,132,1,11,33.33333,9.09091,3.50655779731998,2.20727501318972
219589,VITÓRIA DO XINGU,4405,PA,2016,26,84,1,9,30.95238,11.11111,3.43244989439703,2.40794550865187
219591,SÃO MIGUEL DO GUAMÁ,5517,PA,2016,60,197,3,15,30.45685,20,3.41631092780553,2.99573227355399
219597,FLORESTA DO ARAGUAIA,4561,PA,2016,28,90,2,11,31.11111,18.18182,3.43756499011874,2.90042219374966
219609,MAGALHÃES BARATA,4812,PA,2016,21,55,2,9,38.18182,22.22222,3.64235948609809,3.10109268921181
219612,SÃO SEBASTIÃO DA BOA VISTA,5533,PA,2016,27,91,0,11,29.67033,0,3.39014755658668,0
219613,BELÉM,4278,PA,2016,241,815,3,35,29.57055,8.57143,3.38677893362377,2.14843457983344
219617,SANTA ISABEL DO PARÁ,5290,PA,2016,56,185,1,15,30.27027,6.66667,3.41016604271634,1.89712048488576
219630,SÃO FÉLIX DO XINGU,5452,PA,2016,41,128,3,14,32.03125,21.42857,3.46671198877278,3.06472507837427
219631,SANTARÉM,5355,PA,2016,90,284,1,21,31.69014,4.7619,3.45600559149048,1.56064674826417
219632,ITUPIRANGA,4731,PA,2016,37,140,0,13,26.42857,0,3.27444562196896,0
219634,PALESTINA DO PARÁ,4162,PA,2016,13,38,2,9,34.21053,22.22222,3.53253349141554,3.10109268921181
219635,IGARAPÉ-AÇU,4634,PA,2016,30,96,2,13,31.25,15.38462,3.44201937618241,2.73336830908646
219642,PONTA DE PEDRAS,5134,PA,2016,30,75,4,8,40,50,3.68887945411394,3.91202300542815
219649,NOVO REPARTIMENTO,4421,PA,2016,45,140,1,12,32.14286,8.33333,3.47019034203799,2.12026313620001
219650,SOURE,5576,PA,2016,56,155,2,11,36.12903,18.18182,3.58709669730399,2.90042219374966
2196511,TUCURUÍ,5614,PA,2016,72,233,2,13,30.90129,15.38462,3.43079793060511,2.73336830908646
219652,JURUTI,4774,PA,2016,36,124,2,13,29.03226,15.38462,3.36840762550583,2.73336830908646
219653,PEIXE-BOI,5118,PA,2016,17,49,0,9,34.69388,0,3.54656330252191,0
219656,BREJO GRANDE DO ARAGUAIA,5932,PA,2016,13,41,3,9,31.70732,33.33333,3.45654756905301,3.50655779731998
219659,CAMETÁ,4413,PA,2016,42,150,1,15,28,6.66667,3.3322045101752,1.89712048488576
219661,ANAPU,4723,PA,2016,22,65,3,11,33.84615,27.27273,3.5218252558144,3.30588730185783
219662,LIMOEIRO DO AJURU,4790,PA,2016,29,82,2,11,35.36585,18.18182,3.56574666526203,2.90042219374966
219664,PRAINHA,5193,PA,2016,20,71,0,10,28.16901,0,3.33822243750076,0
219665,ACARÁ,4030,PA,2016,72,222,2,13,32.43243,15.38462,3.47915884813186,2.73336830908646
219667,CANAÃ DOS CARAJÁS,4707,PA,2016,39,123,2,13,31.70732,15.38462,3.45654756905301,2.73336830908646
219671,AUGUSTO CORRÊA,4170,PA,2016,40,122,2,13,32.78689,15.38462,3.49002874036876,2.73336830908646
219676,XINGUARA,5711,PA,2016,53,164,1,13,32.31707,7.69231,3.4755955736028,2.04022112852651
219687,ALMEIRIM,4090,PA,2016,35,116,2,11,30.17241,18.18182,3.40692793065685,2.90042219374966
219698,NOVA IPIXUNA,4600,PA,2016,14,45,1,5,31.11111,20,3.43756499011874,2.99573227355399
219700,BARCARENA,4251,PA,2016,82,241,2,15,34.0249,13.33333,3.52709260951778,2.5902669154458
219703,PIÇARRA,4782,PA,2016,13,37,1,8,35.13514,12.5,3.55920176926693,2.52572864430826
219710,VIGIA,5630,PA,2016,57,183,0,13,31.14754,0,3.43873526940227,0
219718,ALTAMIRA,4111,PA,2016,46,167,3,15,27.54491,20,3.31581776353869,2.99573227355399
219721,CURUÇÁ,4570,PA,2016,54,152,3,11,35.52632,27.27273,3.5702738302246,3.30588730185783
219722,TOMÉ-AÇU,5592,PA,2016,72,223,2,15,32.287,13.33333,3.47466467243291,2.5902669154458
219726,SENADOR JOSÉ PORFÍRIO,5550,PA,2016,20,61,2,9,32.78689,22.22222,3.49002874036876,3.10109268921181
219737,SÃO JOÃO DE PIRABAS,4065,PA,2016,62,170,1,11,36.47059,9.09091,3.59650618237002,2.20727501318972
219738,ITAITUBA,4715,PA,2016,47,139,2,15,33.81295,13.33333,3.52084386520576,2.5902669154458
219741,NOVA TIMBOTEUA,4995,PA,2016,27,64,2,9,42.1875,22.22222,3.74212396863275,3.10109268921181
219748,MOCAJUBA,4910,PA,2016,25,80,2,11,31.25,18.18182,3.44201937618241,2.90042219374966
219755,MELGAÇO,4898,PA,2016,32,95,0,11,33.68421,0,3.51702918156228,0
219765,PLACAS,4626,PA,2016,30,94,0,11,31.91489,0,3.4630726720469,0
219769,OURILÂNDIA DO NORTE,5959,PA,2016,39,123,1,13,31.70732,7.69231,3.45654756905301,2.04022112852651
219771,JACUNDÁ,4758,PA,2016,53,161,5,13,32.91925,38.46154,3.49405759304631,3.64965878096065
219772,URUARÁ,5754,PA,2016,39,140,1,13,27.85714,7.69231,3.32708930694433,2.04022112852651
219773,ABAETETUBA,4014,PA,2016,60,194,2,15,30.92784,13.33333,3.43165674914685,2.5902669154458
219783,QUATIPURU,4685,PA,2016,39,105,1,9,37.14286,11.11111,3.61477155888329,2.40794550865187
219814,SÃO JOÃO DA PONTA,4820,PA,2016,24,75,1,9,32,11.11111,3.46573590279973,2.40794550865187
219817,JACAREACANGA,4200,PA,2016,25,79,2,11,31.64557,18.18182,3.45459817038927,2.90042219374966
219828,TRACUATEUA,4669,PA,2016,37,113,2,11,32.74336,18.18182,3.48870019343348,2.90042219374966
219837,IGARAPÉ-MIRI,4650,PA,2016,42,142,2,15,29.57746,13.33333,3.38701258476542,2.5902669154458
2198521,PRIMAVERA,5215,PA,2016,25,73,0,9,34.24658,0,3.53358670570789,0
219859,TRAIRÃO,4286,PA,2016,26,88,1,11,29.54545,9.09091,3.3859297556852,2.20727501318972
219876,BAGRE,4219,PA,2016,32,99,1,11,32.32323,9.09091,3.47578616677823,2.20727501318972
219882,ÁGUA AZUL DO NORTE,4260,PA,2016,26,84,0,11,30.95238,0,3.43244989439703,0
219890,SAPUCAIA,4847,PA,2016,30,79,2,9,37.97468,22.22222,3.63691962184989,3.10109268921181
219891,MONTE ALEGRE,4952,PA,2016,55,163,3,15,33.74233,20,3.51875313223198,2.99573227355399
219893,BAIÃO,4235,PA,2016,30,92,1,13,32.6087,7.69231,3.48457912393453,2.04022112852651
219899,CURRALINHO,4553,PA,2016,49,149,1,11,32.88591,9.09091,3.49304429856141,2.20727501318972
219900,INHANGAPI,4677,PA,2016,28,80,1,9,35,11.11111,3.55534806148941,2.40794550865187
219905,PORTO DE MOZ,5177,PA,2016,33,99,2,13,33.33333,15.38462,3.50655779731998,2.73336830908646
219906,CASTANHAL,4472,PA,2016,103,337,4,21,30.5638,19.04762,3.41981630211779,2.94694215938456
219908,CURUÁ,4740,PA,2016,27,85,1,9,31.76471,11.11111,3.45835592513173,2.40794550865187
219919,OURÉM,5070,PA,2016,20,63,1,9,31.74603,11.11111,3.45776767815055,2.40794550865187
219923,SALVATERRA,5258,PA,2016,41,119,1,11,34.45378,9.09091,3.53961871567843,2.20727501318972
219924,BREU BRANCO,4448,PA,2016,48,133,7,13,36.09023,53.84615,3.58602219159089,3.98613090615329
219928,DOM ELISEU,5975,PA,2016,40,130,2,15,30.76923,13.33333,3.42651516464645,2.5902669154458
219940,SÃO JOÃO DO ARAGUAIA,5495,PA,2016,24,69,2,9,34.78261,22.22222,3.54911754923878,3.10109268921181
2199431,ÓBIDOS,5010,PA,2016,31,110,0,13,28.18182,0,3.33867708919695,0
219963,PARAGOMINAS,5096,PA,2016,43,144,5,13,29.86111,38.46154,3.39655696489635,3.64965878096065
219966,IRITUIA,4693,PA,2016,31,88,1,13,35.22727,7.69231,3.56182049857567,2.04022112852651
219976,MUANÁ,4979,PA,2016,31,90,1,9,34.44444,11.11111,3.53934759111071,2.40794550865187
219977,PORTEL,5150,PA,2016,47,145,1,15,32.41379,6.66667,3.47858394953289,1.89712048488576
220001,CAPITÃO POÇO,4456,PA,2016,26,85,3,15,30.58824,20,3.4206156213654,2.99573227355399
220002,ABEL FIGUEIREDO,4502,PA,2016,28,60,3,9,46.66667,33.33333,3.84303020536976,3.50655779731998
220003,SANTA LUZIA DO PARÁ,4146,PA,2016,19,65,1,11,29.23077,9.09091,3.37522192157468,2.20727501318972
220027,PARAUAPEBAS,5835,PA,2016,88,292,4,15,30.13699,26.66667,3.40575332092528,3.28341447100576
220053,MEDICILÂNDIA,5770,PA,2016,28,88,1,11,31.81818,9.09091,3.46003782454223,2.20727501318972
220068,SÃO GERALDO DO ARAGUAIA,5797,PA,2016,32,102,2,11,31.37255,18.18182,3.44593330675355,2.90042219374966
220071,CURIONÓPOLIS,5851,PA,2016,35,107,1,11,32.71028,9.09091,3.48768940158703,2.20727501318972
220080,BONITO,4316,PA,2016,22,71,1,9,30.98592,11.11111,3.43353290775963,2.40794550865187
220089,CHAVES,4499,PA,2016,35,105,1,11,33.33333,9.09091,3.50655779731998,2.20727501318972
220103,SANTA BÁRBARA DO PARÁ,4243,PA,2016,54,163,3,11,33.12883,27.27273,3.50040390026411,3.30588730185783
220107,BUJARU,4375,PA,2016,42,131,2,11,32.06107,18.18182,3.4676425215465,2.90042219374966
220110,SANTA MARIA DO PARÁ,5312,PA,2016,20,65,0,11,30.76923,0,3.42651516464645,0
220117,RIO MARIA,5690,PA,2016,17,59,1,11,28.81356,9.09091,3.360846109668,2.20727501318972
220122,CONCEIÇÃO DO ARAGUAIA,4537,PA,2016,31,94,0,11,32.97872,0,3.49586250497742,0
220135,BRAGANÇA,4332,PA,2016,65,212,1,17,30.66038,5.88235,3.42297126736556,1.77195634193175
220142,NOVA ESPERANÇA DO PIRIÁ,4480,PA,2016,19,58,0,9,32.75862,0,3.48916613355548,0
220148,ANAJÁS,4138,PA,2016,26,83,2,11,31.3253,18.18182,3.44442607775144,2.90042219374966
220165,TERRA ALTA,4545,PA,2016,32,95,1,9,33.68421,11.11111,3.51702918156228,2.40794550865187
220178,CUMARU DO NORTE,4529,PA,2016,19,59,1,9,32.20339,11.11111,3.47207172651197,2.40794550865187
220181,SANTA CRUZ DO ARARI,5274,PA,2016,27,77,2,9,35.06494,22.22222,3.55720177087947,3.10109268921181
220182,AFUÁ,4057,PA,2016,17,53,3,11,32.07547,27.27273,3.46809156355101,3.30588730185783
220183,VISEU,5657,PA,2016,52,152,0,13,34.21053,0,3.53253349141554,0
220204,CACHOEIRA DO PIRIÁ,4766,PA,2016,22,65,2,11,33.84615,18.18182,3.5218252558144,2.90042219374966
220212,MOJUÍ DOS CAMPOS,4863,PA,2016,35,99,1,9,35.35354,11.11111,3.56539852877148,2.40794550865187
220215,GURUPÁ,4618,PA,2016,20,60,2,11,33.33333,18.18182,3.50655779731998,2.90042219374966
220229,CONCÓRDIA DO PARÁ,5819,PA,2016,20,76,0,11,26.31579,0,3.27016913925575,0
220232,ORIXIMINÁ,5053,PA,2016,48,142,4,15,33.80282,26.66667,3.52054423096138,3.28341447100576
220274,SÃO DOMINGOS DO CAPIM,5436,PA,2016,37,109,0,9,33.94495,0,3.52474009478154,0
220292,AURORA DO PARÁ,4340,PA,2016,24,76,3,11,31.57895,27.27273,3.45249075938304,3.30588730185783
220295,RONDON DO PARÁ,5738,PA,2016,41,123,1,13,33.33333,7.69231,3.50655779731998,2.04022112852651
220344,MÃE DO RIO,4103,PA,2016,31,98,2,11,31.63265,18.18182,3.45418981502847,2.90042219374966
220403,NOVO PROGRESSO,4383,PA,2016,25,68,0,9,36.76471,0,3.60453841768018,0
2204161,BRASIL NOVO,4227,PA,2016,12,37,3,9,32.43243,33.33333,3.47915884813186,3.50655779731998
220418,SANTARÉM NOVO,5371,PA,2016,27,75,0,9,36,0,3.58351893845611,0
220431,BREVES,4359,PA,2016,55,174,3,17,31.6092,17.64706,3.45344821746057,2.87056919726665
220450,SÃO FRANCISCO DO PARÁ,5479,PA,2016,21,59,1,9,35.59322,11.11111,3.57215517028199,2.40794550865187
220483,GARRAFÃO DO NORTE,5878,PA,2016,29,83,1,11,34.93976,9.09091,3.55362543576417,2.20727501318972
220500,SALINÓPOLIS,5231,PA,2016,35,117,1,13,29.91453,7.69231,3.39834431553689,2.04022112852651
220507,TAILÂNDIA,4022,PA,2016,64,207,3,13,30.91787,23.07692,3.43133433389488,3.13883298386132
220514,FARO,4596,PA,2016,19,54,2,9,35.18519,22.22222,3.56062525543235,3.10109268921181
220547,RURÓPOLIS,5894,PA,2016,36,114,0,13,31.57895,0,3.45249075938304,0
220692,IPIXUNA DO PARÁ,4189,PA,2016,34,108,1,11,31.48148,9.09091,3.44939943642121,2.20727501318972
220733,BANNACH,4588,PA,2016,13,43,3,9,30.23256,33.33333,3.40891948929453,3.50655779731998
220790,CACHOEIRA DO ARARI,4391,PA,2016,27,84,4,11,32.14286,36.36364,3.47019034203799,3.59356937430961
220945,SÃO DOMINGOS DO ARAGUAIA,4464,PA,2016,26,93,2,11,27.95699,18.18182,3.33066725777939,2.90042219374966
220973,REDENÇÃO,5673,PA,2016,65,217,0,15,29.95392,0,3.3996602008048,0
221305,PAU D'ARCO,4308,PA,2016,22,71,0,9,30.98592,0,3.43353290775963,0
221314,TERRA SANTA,4367,PA,2016,18,59,3,11,30.50847,27.27273,3.41800434997853,3.30588730185783
240144,GUARABIRA,20273,PB,2016,25,78,2,15,32.05128,13.33333,3.4673371201667,2.5902669154458
240147,BREJO DO CRUZ,19577,PB,2016,8,24,1,9,33.33333,11.11111,3.50655779731998,2.40794550865187
240148,SÃO JOSÉ DO BREJO DO CRUZ,19542,PB,2016,8,22,2,9,36.36364,22.22222,3.59356937430961,3.10109268921181
240150,NOVA FLORESTA,21032,PB,2016,11,32,1,9,34.375,11.11111,3.53732955598674,2.40794550865187
240153,ALAGOINHA,19097,PB,2016,10,30,2,9,33.33333,22.22222,3.50655779731998,3.10109268921181
240155,ÁGUA BRANCA,19011,PB,2016,9,29,2,9,31.03448,22.22222,3.43509884444894,3.10109268921181
240158,FREI MARTINHO,20257,PB,2016,10,27,2,8,37.03704,25,3.6119184929778,3.2188758248682
240160,JOÃO PESSOA,20516,PB,2016,156,498,3,27,31.3253,11.11111,3.44442607775144,2.40794550865187
240162,SERRARIA,22195,PB,2016,8,26,3,9,30.76923,33.33333,3.42651516464645,3.50655779731998
240163,ARARA,19178,PB,2016,8,30,2,9,26.66667,22.22222,3.28341447100576,3.10109268921181
240164,MONTEIRO,20958,PB,2016,22,68,1,13,32.35294,7.69231,3.47670489780666,2.04022112852651
240165,BOM SUCESSO,19470,PB,2016,7,20,1,9,35,11.11111,3.55534806148941,2.40794550865187
240167,MONTADAS,20915,PB,2016,14,41,1,9,34.14634,11.11111,3.5306554060419,2.40794550865187
240168,SÃO BENTO,21792,PB,2016,11,33,3,13,33.33333,23.07692,3.50655779731998,3.13883298386132
240173,IGARACY,19534,PB,2016,8,25,1,9,32,11.11111,3.46573590279973,2.40794550865187
240174,CURRAL VELHO,20079,PB,2016,7,19,1,9,36.84211,11.11111,3.60664148444838,2.40794550865187
2401761,AGUIAR,19038,PB,2016,9,22,4,9,40.90909,44.44444,3.71135228774377,3.79423986977176
240178,SÃO JOÃO DO TIGRE,21830,PB,2016,7,23,2,9,30.43478,22.22222,3.41558603339997,3.10109268921181
240179,SANTA RITA,21750,PB,2016,93,289,3,19,32.17993,15.78947,3.47134296629773,2.7593432621564
2401811,PIANCÓ,21270,PB,2016,15,43,2,11,34.88372,18.18182,3.55202024473007,2.90042219374966
240182,PEDRAS DE FOGO,21253,PB,2016,30,86,0,10,34.88372,0,3.55202024473007,0
240183,JERICÓ,20494,PB,2016,9,26,0,9,34.61538,0,3.54429809196949,0
2401841,TAPEROÁ,22314,PB,2016,14,43,1,11,32.55814,9.09091,3.4830274141955,2.20727501318972
240185,CAPIM,19062,PB,2016,26,68,1,9,38.23529,11.11111,3.64375891114115,2.40794550865187
240186,CRUZ DO ESPÍRITO SANTO,19992,PB,2016,22,79,3,11,27.8481,27.27273,3.32676474142484,3.30588730185783
240187,SÃO JOSÉ DE PIRANHAS,21911,PB,2016,19,56,0,11,33.92857,0,3.52425743231412,0
240193,ESPERANÇA,20214,PB,2016,17,58,1,13,29.31034,7.69231,3.37794035479199,2.04022112852651
240194,UIRAÚNA,22390,PB,2016,10,26,1,11,38.46154,9.09091,3.64965878096065,2.20727501318972
240195,TEIXEIRA,22357,PB,2016,25,73,1,8,34.24658,12.5,3.53358670570789,2.52572864430826
240197,CUITÉ,20036,PB,2016,13,42,1,11,30.95238,9.09091,3.43244989439703,2.20727501318972
240199,LAGOA,20630,PB,2016,8,21,1,9,38.09524,11.11111,3.6400893399445,2.40794550865187
240202,PASSAGEM,21156,PB,2016,6,17,1,9,35.29412,11.11111,3.56371637782659,2.40794550865187
240211,PEDRA BRANCA,21210,PB,2016,9,27,0,9,33.33333,0,3.50655779731998,0
240213,COREMAS,19976,PB,2016,15,49,0,11,30.61224,0,3.42139992897966,0
240219,LUCENA,20737,PB,2016,30,82,2,9,36.58537,22.22222,3.59964843371932,3.10109268921181
240223,BOA VISTA,19941,PB,2016,12,38,0,9,31.57895,0,3.45249075938304,0
240225,RIACHÃO DO BACAMARTE,19127,PB,2016,14,41,2,9,34.14634,22.22222,3.5306554060419,3.10109268921181
240227,CABEDELO,19658,PB,2016,53,175,3,15,30.28571,20,3.41067598410726,2.99573227355399
240229,SOLÂNEA,22217,PB,2016,14,46,2,11,30.43478,18.18182,3.41558603339997,2.90042219374966
240232,JUAZEIRINHO,20559,PB,2016,22,71,1,11,30.98592,9.09091,3.43353290775963,2.20727501318972
240240,TAVARES,22330,PB,2016,14,40,4,9,35,44.44444,3.55534806148941,3.79423986977176
240246,DIAMANTE,20133,PB,2016,11,32,0,9,34.375,0,3.53732955598674,0
240247,CONDE,19933,PB,2016,38,118,0,11,32.20339,0,3.47207172651197,0
240253,SAPÉ,22071,PB,2016,39,126,3,15,30.95238,20,3.43244989439703,2.99573227355399
240254,MÃE D'ÁGUA,20753,PB,2016,8,24,1,9,33.33333,11.11111,3.50655779731998,2.40794550865187
240255,SÃO JOSÉ DO BONFIM,21938,PB,2016,11,32,2,9,34.375,22.22222,3.53732955598674,3.10109268921181
240256,PRINCESA ISABEL,21474,PB,2016,15,49,3,11,30.61224,27.27273,3.42139992897966,3.30588730185783
240257,ARAÇAGI,19151,PB,2016,13,42,1,11,30.95238,9.09091,3.43244989439703,2.20727501318972
240258,SÃO DOMINGOS DO CARIRI,19224,PB,2016,4,13,0,5,30.76923,0,3.42651516464645,0
240260,MOGEIRO,20893,PB,2016,22,62,0,9,35.48387,0,3.56907822702859,0
240261,SALGADINHO,21610,PB,2016,8,24,0,9,33.33333,0,3.50655779731998,0
240270,CASSERENGUE,19607,PB,2016,11,34,2,9,32.35294,22.22222,3.47670489780666,3.10109268921181
240274,MATO GROSSO,19488,PB,2016,7,20,2,9,35,22.22222,3.55534806148941,3.10109268921181
240281,SERTÃOZINHO,19186,PB,2016,9,29,2,9,31.03448,22.22222,3.43509884444894,3.10109268921181
240283,SÃO MAMEDE,21997,PB,2016,9,27,2,9,33.33333,22.22222,3.50655779731998,3.10109268921181
240285,FAGUNDES,20230,PB,2016,12,33,1,9,36.36364,11.11111,3.59356937430961,2.40794550865187
240292,JOCA CLAUDINO,19666,PB,2016,11,34,0,9,32.35294,0,3.47670489780666,0
240294,APARECIDA,19844,PB,2016,8,23,2,9,34.78261,22.22222,3.54911754923878,3.10109268921181
240298,CAMPINA GRANDE,19810,PB,2016,120,386,1,23,31.08808,4.34783,3.43682446597197,1.46967687005854
240299,CACIMBA DE DENTRO,19712,PB,2016,12,36,3,11,33.33333,27.27273,3.50655779731998,3.30588730185783
240300,CATINGUEIRA,19852,PB,2016,10,30,0,9,33.33333,0,3.50655779731998,0
240301,SANTANA DE MANGUEIRA,21717,PB,2016,7,21,2,9,33.33333,22.22222,3.50655779731998,3.10109268921181
2403051,SÃO JOSÉ DA LAGOA TAPADA,21857,PB,2016,9,31,0,9,29.03226,0,3.36840762550583,0
240306,BAÍA DA TRAIÇÃO,19291,PB,2016,23,70,1,9,32.85714,11.11111,3.49216907291136,2.40794550865187
240309,PICUÍ,21296,PB,2016,7,22,1,6,31.81818,16.66667,3.46003782454223,2.81341091676002
240315,AREIA DE BARAÚNAS,19909,PB,2016,8,23,1,9,34.78261,11.11111,3.54911754923878,2.40794550865187
240317,SANTA CECÍLIA,20001,PB,2016,21,63,1,9,33.33333,11.11111,3.50655779731998,2.40794550865187
240333,BOA VENTURA,19437,PB,2016,8,24,2,9,33.33333,22.22222,3.50655779731998,3.10109268921181
240336,RIACHÃO,19208,PB,2016,11,26,1,9,42.30769,11.11111,3.74496886621952,2.40794550865187
240337,UMBUZEIRO,22411,PB,2016,12,34,2,9,35.29412,22.22222,3.56371637782659,3.10109268921181
240338,MANAÍRA,20818,PB,2016,9,28,1,9,32.14286,11.11111,3.47019034203799,2.40794550865187
2403401,CAAPORÃ,19615,PB,2016,29,83,1,11,34.93976,9.09091,3.55362543576417,2.20727501318972
240342,ARARUNA,19194,PB,2016,11,34,1,11,32.35294,9.09091,3.47670489780666,2.20727501318972
240355,SALGADO DE SÃO FÉLIX,21636,PB,2016,14,42,3,9,33.33333,33.33333,3.50655779731998,3.50655779731998
240358,JURIPIRANGA,20591,PB,2016,10,31,0,9,32.25806,0,3.47376793449698,0
240359,RIACHO DOS CAVALOS,21571,PB,2016,9,25,1,9,36,11.11111,3.58351893845611,2.40794550865187
240360,SERRA DA RAIZ,22136,PB,2016,7,24,0,9,29.16667,0,3.37302661898117,0
240368,LIVRAMENTO,20710,PB,2016,10,27,2,9,37.03704,22.22222,3.6119184929778,3.10109268921181
240369,CUITÉ DE MAMANGUAPE,19089,PB,2016,12,32,1,9,37.5,11.11111,3.62434093297637,2.40794550865187
240370,CAJAZEIRINHAS,19380,PB,2016,7,22,1,9,31.81818,11.11111,3.46003782454223,2.40794550865187
240371,SANTA INÊS,19569,PB,2016,6,17,2,9,35.29412,22.22222,3.56371637782659,3.10109268921181
240384,SANTANA DOS GARROTES,21733,PB,2016,9,26,1,9,34.61538,11.11111,3.54429809196949,2.40794550865187
240387,SERRA REDONDA,22179,PB,2016,10,30,0,9,33.33333,0,3.50655779731998,0
240389,SÃO FRANCISCO,19860,PB,2016,8,20,3,9,40,33.33333,3.68887945411394,3.50655779731998
2403921,MULUNGU,20974,PB,2016,8,24,3,8,33.33333,37.5,3.50655779731998,3.62434093297637
240393,SOUSA,22250,PB,2016,43,140,1,15,30.71429,6.66667,3.42472801860722,1.89712048488576
240396,BONITO DE SANTA FÉ,19496,PB,2016,11,34,0,9,32.35294,0,3.47670489780666,0
240398,ASSUNÇÃO,19321,PB,2016,9,25,1,9,36,11.11111,3.58351893845611,2.40794550865187
240401,MAMANGUAPE,20796,PB,2016,33,94,1,13,35.10638,7.69231,3.55838288033608,2.04022112852651
2404061,VISTA SERRANA,20117,PB,2016,9,27,2,9,33.33333,22.22222,3.50655779731998,3.10109268921181
240413,BARAÚNA,19305,PB,2016,8,23,0,8,34.78261,0,3.54911754923878,0
240418,ALCANTIL,19763,PB,2016,11,35,0,9,31.42857,0,3.4477173518425,0
240423,MARCAÇÃO,19968,PB,2016,10,33,1,9,30.30303,11.11111,3.41124770751566,2.40794550865187
240425,CATURITÉ,19801,PB,2016,15,49,0,9,30.61224,0,3.42139992897966,0
240433,CARAÚBAS,19240,PB,2016,8,25,1,9,32,11.11111,3.46573590279973,2.40794550865187
240439,ITAPORANGA,20419,PB,2016,27,83,1,11,32.53012,9.09091,3.48216642938101,2.20727501318972
240440,JUNCO DO SERIDÓ,20575,PB,2016,8,26,1,9,30.76923,11.11111,3.42651516464645,2.40794550865187
240441,BAYEUX,19372,PB,2016,71,233,3,17,30.4721,17.64706,3.41681151087215,2.87056919726665
240449,CACIMBA DE AREIA,19690,PB,2016,11,34,1,9,32.35294,11.11111,3.47670489780666,2.40794550865187
240450,LASTRO,20699,PB,2016,8,24,1,9,33.33333,11.11111,3.50655779731998,2.40794550865187
240451,DAMIÃO,19275,PB,2016,10,30,1,9,33.33333,11.11111,3.50655779731998,2.40794550865187
240459,EMAS,20192,PB,2016,10,31,1,9,32.25806,11.11111,3.47376793449698,2.40794550865187
240461,QUIXABA,21539,PB,2016,8,24,1,9,33.33333,11.11111,3.50655779731998,2.40794550865187
240463,SÃO JOSÉ DOS RAMOS,19046,PB,2016,12,36,1,8,33.33333,12.5,3.50655779731998,2.52572864430826
240464,PATOS,21172,PB,2016,68,199,5,17,34.17085,29.41176,3.5313729414397,3.38139459436596
240468,CUBATI,20010,PB,2016,14,41,1,9,34.14634,11.11111,3.5306554060419,2.40794550865187
240469,SANTA LUZIA,21695,PB,2016,16,47,0,11,34.04255,0,3.52761121276781,0
240471,BARRA DE SANTA ROSA,19330,PB,2016,12,36,1,11,33.33333,9.09091,3.50655779731998,2.20727501318972
240480,ZABELÊ,19348,PB,2016,9,27,1,9,33.33333,11.11111,3.50655779731998,2.40794550865187
240486,POCINHOS,21415,PB,2016,13,42,2,10,30.95238,20,3.43244989439703,2.99573227355399
240491,SOLEDADE,22233,PB,2016,18,56,1,9,32.14286,11.11111,3.47019034203799,2.40794550865187
240492,BOQUEIRÃO,19518,PB,2016,21,65,0,11,32.30769,0,3.4753052823873,0
240496,CONCEIÇÃO,19895,PB,2016,10,35,2,11,28.57143,18.18182,3.35240726749272,2.90042219374966
240499,IBIARA,20338,PB,2016,7,23,2,9,30.43478,22.22222,3.41558603339997,3.10109268921181
240502,LOGRADOURO,19160,PB,2016,7,20,1,9,35,11.11111,3.55534806148941,2.40794550865187
240505,SÃO MIGUEL DE TAIPU,22012,PB,2016,13,41,3,9,31.70732,33.33333,3.45654756905301,3.50655779731998
240510,NOVA PALMEIRA,21075,PB,2016,8,22,2,9,36.36364,22.22222,3.59356937430961,3.10109268921181
240511,ITAPOROROCA,20435,PB,2016,10,29,5,11,34.48276,45.45455,3.54045948899566,3.81671292562382
240512,MATINHAS,19143,PB,2016,13,35,2,9,37.14286,22.22222,3.61477155888329,3.10109268921181
240514,ALAGOA NOVA,19070,PB,2016,23,74,0,11,31.08108,0,3.43659927393046,0
240516,LAGOA SECA,20672,PB,2016,16,53,2,11,30.18868,18.18182,3.40746701967575,2.90042219374966
240518,SÃO JOSÉ DE CAIANA,21873,PB,2016,8,29,0,9,27.58621,0,3.31731601018145,0
240519,BOM JESUS,19453,PB,2016,9,27,3,9,33.33333,33.33333,3.50655779731998,3.50655779731998
240524,BANANEIRAS,19313,PB,2016,12,37,0,11,32.43243,0,3.47915884813186,0
